index,output.relations_noOffset,aqs,aqs_initial
appeal--await,10605,0.328223698222,0.285714285714
determined--murder,10605,0.329828355883,0.285714285714
dead--shown,10605,0.329837211987,0.214285714286
instructed--take care of,10605,0.330102282127,0.214285714286
application--plea,10605,0.330116805954,0.285714285714
accused--made public,10605,0.33033209978,0.285714285714
charged--in custody,10605,0.330363535101,0.285714285714
appear--did not do so,10605,0.330631787184,0.285714285714
fired-r-job,10605,0.33068955275,0.261904761905
charges-r-file,10605,0.330971080724,0.253968253968
shot--spiritual,10605,0.331110865875,0.285714285714
on bail-r-released,10605,0.331140528205,0.24811218986
described-r-escorted,10605,0.331768111698,0.285714285714
fired-r-wounding,10605,0.331874892643,0.285714285714
assault--charged,10605,0.331964092035,0.285714285714
give--on bail,10605,0.332319553179,0.285714285714
made-r-statements,10605,0.33247273824,0.253968253968
on probation--previous dui arrest,10605,0.332493440239,0.231884057971
investigation-r-statements,10605,0.332820688437,0.285714285714
relation-r-unnecessary,10605,0.33292848727,0.285714285714
another--thrown,10605,0.333048233082,0.285714285714
armed--arrived,10605,0.333080011169,0.214285714286
give-r-on bail,10605,0.333084710304,0.285714285714
charges--weighs,10605,0.333090833226,0.285714285714
arrest--second,10605,0.33327149299,0.285714285714
found--guilty,10605,0.333558269015,0.255617977528
held-r-trial,10605,0.333566299835,0.357142857143
death--facing,10605,0.333586116203,0.214285714286
booked-r-released,10605,0.334210067465,0.1875
provided-r-unfolded,10605,0.334364156586,0.214285714286
absence--risk,10605,0.334630050388,0.285714285714
executed--found,10605,0.334906620657,0.224489795918
opened fire--returned,10605,0.334917396326,0.285714285714
breaks out-r-commotion,10605,0.335208718562,0.285714285714
protest--violence,10605,0.335294782269,0.357142857143
beef-r-struck,10605,0.335536089654,0.285714285714
gunfire--seen,10605,0.33595906223,0.285714285714
animal cruelty--taken place,10605,0.336032936738,0.214285714286
scared-r-scheduled,10605,0.336117812758,0.285714285714
escorted--returned,10605,0.336179784742,0.285714285714
fatally struck--gunfire,10605,0.336333911599,0.285714285714
injuries--severe,10605,0.33688257201,0.214285714286
double murder-r-killing,10605,0.337138983126,0.214285714286
charged--spiritual,10605,0.337162337499,0.444444444444
chaos-r-war zone,10605,0.337250727855,0.285714285714
erupted-r-shooting,10605,0.33739029615,0.214285714286
surgery-r-underwent,10605,0.337681459435,0.285714285714
claims-r-threatened,10605,0.337820857002,0.285714285714
shooting-r-struck,10605,0.338378292888,0.285714285714
anger--fueled,10605,0.338384008824,0.214285714286
convicted-r-sprayed,10605,0.338519371592,0.357142857143
convicted--execution,10605,0.338598883972,0.285714285714
claiming the life-r-convicted,10605,0.33861115042,0.285714285714
breaks out--pushing,10605,0.338927306491,0.214285714286
pitching-r-shooting,10605,0.339007716852,0.285714285714
booked into--released,10605,0.339828921172,0.371428571429
charges--driving,10605,0.340160923174,0.214285714286
awaiting-r-disposition,10605,0.340273441285,0.214285714286
dui--weighs,10605,0.34053663107,0.214285714286
sentence-r-sentenced,10605,0.340547758441,0.285714285714
fatal shooting-r-played,10605,0.340547758441,0.285714285714
guilty-r-kill,10605,0.340574581038,0.285714285714
burglary-r-murder,10605,0.340685728082,0.342857142857
facing-r-relation,10605,0.340723100855,0.214285714286
entered--identified,10605,0.341378896833,0.214285714286
presented-r-trial,10605,0.341761163723,0.214285714286
death—and--protest,10605,0.341780365944,0.285714285714
charged--shots,10605,0.342084893291,0.357142857143
awaiting-r-on suspicion,10605,0.342188364691,0.214285714286
kills--wounds,10605,0.342500388195,0.357142857143
murder--showed,10605,0.342764509444,0.285714285714
animal cruelty-r-dead,10605,0.342818162104,0.285714285714
seriously-r-take,10605,0.343025510007,0.247619047619
death--found,10605,0.343204707791,0.3
pulled over--speeding,10605,0.343566622749,0.277960526316
on trial-r-take care of,10605,0.343642437219,0.214285714286
on bail-r-pending,10605,0.34373755453,0.214285714286
murders--visit,10605,0.343776060207,0.285714285714
going--how fast,10605,0.344186650147,0.214285714286
attempt--foils,10605,0.344234602928,0.357142857143
injured-r-shooting,10605,0.344499855677,0.285714285714
double murder-r-locked up,10605,0.344673171054,0.357142857143
arrested--facing,10605,0.34479313822,0.357142857143
gave--shots,10605,0.345266767495,0.285714285714
claiming the life-r-sprayed,10605,0.345481178748,0.214285714286
booked--taken,10605,0.345651019805,0.214285714286
pending-r-took,10605,0.345651019805,0.214285714286
doing--murder,10605,0.345862847242,0.285714285714
heard-r-set,10605,0.346201211899,0.342857142857
dead-r-found,10605,0.346530110975,0.328014184397
death--lawsuits,10605,0.346786686798,0.357142857143
released-r-under,10605,0.346813416028,0.238095238095
scheduled-r-trial,10605,0.347010313533,0.357142857143
drunken driving--on bond,10605,0.347071525338,0.214285714286
arrest-r-murder,10605,0.347147091158,0.323051948052
guilty--shooting,10605,0.347213284961,0.428571428571
searching--shot,10605,0.347522044873,0.285714285714
on suspicion--pulled over,10605,0.347596931254,0.258064516129
appeal-r-sentence,10605,0.347623704165,0.285714285714
intent--murder,10605,0.347680277655,0.295673076923
murder-r-sectioned,10605,0.347715622889,0.214285714286
frustration-r-worked,10605,0.347744092121,0.285714285714
pushing-r-shooting,10605,0.347786772876,0.285714285714
battle-r-shot,10605,0.348278260012,0.214285714286
avoid-r-lying,10605,0.348411156658,0.357142857143
falling--shows,10605,0.348471663346,0.285714285714
absence-r-trial,10605,0.34866008135,0.32380952381
legal process-r-monitor,10605,0.34866673008,0.230769230769
anger--conduct,10605,0.348698496401,0.285714285714
assassination-r-this,10605,0.349340673997,0.428571428571
captures--killed,10605,0.349557693034,0.214285714286
beef-r-which,10605,0.34966550893,0.285714285714
suspended-r-worked,10605,0.349739959041,0.285714285714
rampage--shooting,10605,0.349741513608,0.285714285714
murder-r-performing,10605,0.349750012925,0.296703296703
affect--receive,10605,0.350188060979,0.248587570621
hear--issued,10605,0.350447389384,0.214285714286
fell--gunfire,10605,0.35049663567,0.285714285714
capturing-r-picking up,10605,0.35049663567,0.285714285714
escorted--opened fire,10605,0.350552327205,0.357142857143
job-r-passed,10605,0.350610653671,0.285714285714
murdering--showed,10605,0.350741290501,0.285714285714
animal cruelty--faces,10605,0.350829953713,0.285714285714
confessed--shoot,10605,0.350840471344,0.285714285714
rampage-r-wounded,10605,0.351157491554,0.214285714286
await--death,10605,0.351285253278,0.285714285714
charges-r-weighs,10605,0.351901709118,0.214285714286
executed-r-returned,10605,0.352050852067,0.253968253968
passing--shot,10605,0.352549671777,0.285714285714
convict-r-shooting,10605,0.352683270704,0.214285714286
intent-r-slaying,10605,0.352890173223,0.285714285714
marching--splintered off,10605,0.35295379555,0.285714285714
questioned--suspicion,10605,0.353095371001,0.285714285714
breaks out--shooting,10605,0.353267071715,0.285714285714
death-r-first - degree assault,10605,0.353460666294,0.357142857143
that--wounded,10605,0.353980027963,0.357142857143
harming--mental health problems,10605,0.354588675346,0.285714285714
locked up-r-suspected,10605,0.354675815433,0.285714285714
confession--investigation,10605,0.35481225838,0.285714285714
access--described,10605,0.355662894667,0.428571428571
died--surgery,10605,0.355829902266,0.285714285714
executed--nabbed,10605,0.355929008487,0.214285714286
death--testimony,10605,0.356064109164,0.232142857143
feuding--returned,10605,0.356115990505,0.252
set--trial,10605,0.35622710345,0.342086068563
memorial--tossing,10605,0.356346161543,0.357142857143
concluded--shot,10605,0.356406837047,0.285714285714
protest--riot,10605,0.356857303491,0.285714285714
vigil--violent,10605,0.356898106015,0.357142857143
concluded-r-slaying,10605,0.357216563047,0.214285714286
anger--persists,10605,0.357398877319,0.285714285714
charged--double murder,10605,0.357815080131,0.285714285714
shooting--spree,10605,0.357819958942,0.285714285714
case-r-killed,10605,0.357966479214,0.214285714286
file--misdemeanor drunken - driving,10605,0.358328348512,0.214285714286
shooting-r-two,10605,0.358594923134,0.5
intoxicated--speeding,10605,0.359197569955,0.285714285714
kill-r-testimony,10605,0.359688568335,0.214285714286
assault in the first degree--faces,10605,0.360157800852,0.214285714286
shot--wounded,10605,0.360379536886,0.3
operation--patrolling,10605,0.360450058996,0.298387096774
meant-r-orders,10605,0.360999267658,0.285714285714
ruled--testify,10605,0.361215541406,0.285714285714
claiming the life--convicted,10605,0.361636821743,0.285714285714
burglary--murder,10605,0.362245297999,0.267857142857
accused-r-letting off,10605,0.362575221937,0.214285714286
march--scenes,10605,0.363037927388,0.285714285714
killing-r-shot,10605,0.363166253756,0.357142857143
identified-r-opened fire,10605,0.363205258594,0.357142857143
hearing--held,10605,0.363246474767,0.285714285714
accused-r-attack,10605,0.363273019898,0.285714285714
charge-r-faces,10605,0.363411507448,0.357142857143
how fast-r-know,10605,0.363560849222,0.285714285714
hide-r-seen,10605,0.363737104413,0.357142857143
accused--threatened,10605,0.363824171008,0.357142857143
comment-r-only,10605,0.364697568573,0.357142857143
asked-r-shooting,10605,0.364753860831,0.285714285714
arrest-r-suspicion,10605,0.365003299773,0.285714285714
shot--suspended,10605,0.365489431383,0.285714285714
appeal-r-appealed,10605,0.365561846225,0.142857142857
killed-r-spraying,10605,0.366023279696,0.285714285714
made clear-r-reluctant,10605,0.366154552224,0.285714285714
claims--take the stand,10605,0.366390309058,0.285714285714
charged-r-distressed state,10605,0.366451988565,0.285714285714
executed--intercepted,10605,0.366684646157,0.285714285714
murder--that,10605,0.366685352125,0.285714285714
driving--set,10605,0.367347396684,0.214285714286
execution-r-murdering,10605,0.36739488775,0.357142857143
killed--walking,10605,0.367439866314,0.357142857143
feuding-r-found,10605,0.367509506553,0.350649350649
double murder--sectioned,10605,0.36758263789,0.285714285714
murders-r-shocked,10605,0.367975522761,0.214285714286
heard--testify,10605,0.368185357372,0.285714285714
killed-r-name,10605,0.368962960285,0.357142857143
kill--trial,10605,0.368994797299,0.285714285714
melee-r-memorial,10605,0.369284490312,0.357142857143
absence--trial,10605,0.369290360182,0.3125
asked--review,10605,0.369372932829,0.214285714286
arrested--charge,10605,0.369470438154,0.357142857143
claims--threatened,10605,0.369760332309,0.285714285714
allegations-r-arrested,10605,0.369857141676,0.285714285714
captures-r-picked up,10605,0.37005301202,0.285714285714
charges--file,10605,0.370203501923,0.253968253968
first - degree assault-r-guilty,10605,0.370459537877,0.285714285714
drunken driving-r-on bond,10605,0.370604045355,0.285714285714
scared-r-take the stand,10605,0.370623794193,0.285714285714
hearing--took place,10605,0.370902414201,0.285714285714
pending--released,10605,0.371410121319,0.214285714286
doing-r-murder,10605,0.371615739832,0.285714285714
found-r-questioned,10605,0.371692993092,0.214285714286
capturing--foiled,10605,0.371841606237,0.369047619048
riot-r-vigil,10605,0.371969797931,0.328488372093
avoid-r-murder,10605,0.371999243278,0.313936781609
further-r-under review,10605,0.372764014779,0.285714285714
convicted--sentence,10605,0.37292819086,0.214285714286
intent--slaying,10605,0.373258537103,0.324675324675
charges--facing,10605,0.373544690044,0.285714285714
accused--indiscriminately,10605,0.373577666433,0.5
killing--suspended,10605,0.373671230608,0.285714285714
dead--injured,10605,0.373672244562,0.285714285714
disposition-r-driving under the influence,10605,0.373986012721,0.214285714286
charge-r-relation,10605,0.374010290122,0.285714285714
begged--locked up,10605,0.374427858898,0.285714285714
deal with--receive,10605,0.374692011559,0.301204819277
attack--confiscating,10605,0.375308862707,0.344339622642
murders-r-quizzed,10605,0.375627450268,0.357142857143
crossfire--trial,10605,0.375633040318,0.324675324675
died-r-shielded,10605,0.376024565569,0.285714285714
hide--shot,10605,0.376039861412,0.357142857143
arrested-r-erupted,10605,0.376237281748,0.285714285714
put-r-ruling,10605,0.376587796232,0.428571428571
killing--opened fire,10605,0.376853038258,0.285714285714
due--murders,10605,0.376873631812,0.357142857143
danger-r-due,10605,0.377215062729,0.357142857143
danger--due,10605,0.377464518166,0.285714285714
plagues--trial,10605,0.377476325861,0.286290322581
lost--returned,10605,0.37846034366,0.214285714286
investigation--previous dui arrest,10605,0.37849845354,0.285714285714
pulls up to--waiting,10605,0.378876089225,0.357142857143
arrested-r-investigation,10605,0.379077515013,0.287179487179
arrested-r-attack,10605,0.379312822353,0.232142857143
angry--fights,10605,0.37954183835,0.285714285714
accused--murder,10605,0.379714490337,0.36914600551
convicted-r-shooting,10605,0.380206910461,0.3
convicted--sprayed,10605,0.380326838867,0.285714285714
accused-r-suspended,10605,0.380644280811,0.357142857143
charge--death,10605,0.380686718973,0.306666666667
shooting--two,10605,0.380851894789,0.285714285714
deployed--thwarting,10605,0.38103838816,0.376543209877
killed-r-suspended,10605,0.381072319075,0.357142857143
injuring--taken into custody,10605,0.381233636242,0.285714285714
caught-r-injured,10605,0.381793198086,0.285714285714
dui--second,10605,0.382300452847,0.357142857143
graze wound-r-injury,10605,0.382886621983,0.357142857143
scared--testimony,10605,0.382910335616,0.285714285714
killing--set,10605,0.382931795013,0.253968253968
confronted-r-shot,10605,0.383700771675,0.350649350649
arrested--play - off game,10605,0.383955733812,0.357142857143
fired-r-gave,10605,0.383994207507,0.285714285714
locked up--stay,10605,0.384403106079,0.285714285714
delayed-r-threatened,10605,0.384815341124,0.285714285714
deal with-r-in sports,10605,0.384848715709,0.357142857143
die-r-recommendation,10605,0.385006937197,0.285714285714
innocence--looked forward to,10605,0.385397720006,0.285714285714
killed-r-murder,10605,0.38544583952,0.302721088435
fatally struck--moment,10605,0.385635684939,0.214285714286
guilty-r-rampage,10605,0.385950952063,0.285714285714
drunk - driving--file,10605,0.386248538413,0.214285714286
rampage-r-worked,10605,0.386414235609,0.428571428571
played-r-trial,10605,0.386493795645,0.288461538462
led-r-worked,10605,0.386501315986,0.357142857143
confession-r-pleased,10605,0.386850726953,0.357142857143
