index,output.relations_noOffset,aqs,aqs_initial
investigation--loss,10605,0.456816171886,0.372928176796
charges-r-murder,10605,0.456849092709,0.357142857143
assault--intent,10605,0.45719805899,0.412698412698
apprehended-r-murder,10605,0.457348745411,0.357142857143
dead-r-injured,10605,0.457359705652,0.428571428571
killed--led,10605,0.457793714188,0.428571428571
shot-r-staggering,10605,0.458124224227,0.428571428571
charges-r-driving,10605,0.458336164026,0.357142857143
arrested-r-claimed the life,10605,0.458641994978,0.357142857143
turned--violent,10605,0.458830846048,0.428571428571
found-r-injuries,10605,0.459892747216,0.402597402597
leaving--suspended,10605,0.460030005824,0.428571428571
announced-r-found,10605,0.46101354471,0.357142857143
passing-r-walking,10605,0.461539005216,0.428571428571
killing--locked up,10605,0.461758453889,0.353333333333
double murder--stay,10605,0.462126938366,0.357142857143
picks up-r-shielding,10605,0.463122443856,0.357142857143
take the stand-r-threatened,10605,0.463475533773,0.357142857143
captures--picked up,10605,0.463522355829,0.357142857143
gave-r-orders,10605,0.463687851777,0.357142857143
on bail-r-taken,10605,0.465023899772,0.402777777778
charges-r-considering,10605,0.465114588892,0.480519480519
passed-r-purpose,10605,0.465324232975,0.285714285714
shooting-r-suspended,10605,0.465666920453,0.369047619048
happened--shootings,10605,0.46578529089,0.428571428571
facing-r-suffering,10605,0.467466256974,0.357142857143
died-r-gunfire,10605,0.467603355698,0.357142857143
considering-r-misdemeanor drunken - driving,10605,0.467715438717,0.357142857143
anger--thrashing,10605,0.467810364774,0.428571428571
commotion--press up,10605,0.467947131009,0.357142857143
rescued-r-thwarted,10605,0.46812360337,0.428571428571
booked into-r-drunken driving,10605,0.468363248311,0.5
arrest-r-loss,10605,0.468453099757,0.357142857143
harm--stay,10605,0.47001056943,0.357142857143
harm--murder,10605,0.470236346469,0.357142857143
capturing--gunned down,10605,0.470318750203,0.428571428571
described--escorted,10605,0.470661984383,0.5
crime-r-shot,10605,0.471674919488,0.285714285714
file-r-misdemeanor,10605,0.472383002661,0.285714285714
gunned down-r-returned,10605,0.473054756,0.285714285714
affect-r-in sports,10605,0.473279069852,0.357142857143
rioted--threw,10605,0.473282568757,0.357142857143
job--leading,10605,0.473456675491,0.428571428571
charged-r-gunplay,10605,0.4736457041,0.357142857143
attack--nabs,10605,0.473646415744,0.5
confessed--shielded,10605,0.473867576465,0.428571428571
call-r-seeking,10605,0.474589387085,0.369047619048
seriously-r-stature,10605,0.474961491559,0.324528301887
killed-r-pointed,10605,0.475009090414,0.382470119522
drunk driving--pulled over,10605,0.475071855583,0.285714285714
heard--provisional,10605,0.475923902228,0.414285714286
guilty-r-verdict,10605,0.476421199289,0.473684210526
feared-r-mental health problems,10605,0.476641044408,0.357142857143
attempted-r-considered,10605,0.477298109639,0.428571428571
guilty-r-possession,10605,0.477757240113,0.428571428571
made public-r-trial,10605,0.478598894568,0.357142857143
deal with-r-receive,10605,0.479056825901,0.428870292887
approaching--rolls up,10605,0.4792397764,0.428571428571
feared-r-harm,10605,0.47966084888,0.428571428571
passed-r-walked,10605,0.47970831666,0.357142857143
hurt-r-shooting,10605,0.479721812232,0.438775510204
shielding-r-shot,10605,0.480396196332,0.428571428571
custody--investigate,10605,0.480499778631,0.285714285714
charges-r-prior dui,10605,0.480574051476,0.357142857143
deployed--thwarted,10605,0.480578908535,0.357142857143
fell-r-moment,10605,0.481235182877,0.428571428571
caught up in--shot,10605,0.481426292506,0.357142857143
arrest--drawn,10605,0.481602430747,0.444444444444
administered-r-released,10605,0.483048091906,0.428571428571
clashed--melee,10605,0.484100222967,0.428571428571
drunken driving--speeding,10605,0.484267369531,0.357142857143
left--shot,10605,0.484326043605,0.5
face-r-trial,10605,0.484965710141,0.5
begged-r-stay,10605,0.485196124773,0.357142857143
chase--worked,10605,0.485607960337,0.469298245614
disposition-r-on suspicion,10605,0.485821249154,0.428571428571
arrested--on bond,10605,0.486086548376,0.428571428571
second - degree murder-r-sentenced,10605,0.486331734536,0.428571428571
returned--wounded,10605,0.486913681717,0.333333333333
innocence--proving,10605,0.486979912844,0.357142857143
disappointing-r-hear,10605,0.487012068273,0.335144927536
heard--set,10605,0.487795344224,0.404761904762
gunned down--wounded,10605,0.487891293121,0.428571428571
testimony--threatened,10605,0.488089190584,0.394144144144
pleased-r-statements,10605,0.488305902284,0.357142857143
guilty-r-injury,10605,0.488337642095,0.357142857143
declined--request,10605,0.489049878077,0.428571428571
mental health problems--pleaded,10605,0.489301191417,0.357142857143
murder--suspicion,10605,0.489676298613,0.363636363636
charged-r-dead,10605,0.489802361997,0.413716814159
charges--on probation,10605,0.490200039759,0.428571428571
attempted--considered,10605,0.490288490292,0.357142857143
chase--shooting,10605,0.490574589164,0.428571428571
drunk driving--on suspicion,10605,0.491083254214,0.418530351438
previous dui arrest-r-pulled over,10605,0.491093741537,0.428571428571
riot-r-snowballs,10605,0.491559705467,0.428571428571
kill-r-shootings,10605,0.491643277434,0.428571428571
death-r-letting off,10605,0.492610177789,0.285714285714
assault in the first degree--convicted,10605,0.493146922654,0.357142857143
legal process-r-situation,10605,0.493744606801,0.36581920904
died-r-trying,10605,0.49454066393,0.428571428571
opened fire-r-suspended,10605,0.494785949583,0.357142857143
deliberating-r-verdict,10605,0.495072500852,0.428571428571
completed-r-hearing,10605,0.495411779506,0.485714285714
charges-r-facing,10605,0.495754709919,0.357142857143
anger--hurled,10605,0.497504829762,0.428571428571
enraged--poured,10605,0.497557915971,0.428571428571
on suspicion--released,10605,0.498233205354,0.428571428571
dui arrest-r-loss,10605,0.498233205354,0.428571428571
graze wound--survived,10605,0.498561374448,0.357142857143
followed-r-march,10605,0.498857165143,0.428571428571
gunning down-r-suspended,10605,0.499482296671,0.357142857143
call--further comment,10605,0.499544880531,0.428571428571
fired--killed,10605,0.499930097436,0.428571428571
leaving-r-returned,10605,0.500832622924,0.5
how fast--know,10605,0.501514113055,0.5
going-r-west,10605,0.501514113055,0.5
happened-r-shootings,10605,0.501891575696,0.428571428571
dui--suspicion,10605,0.502486889189,0.397790055249
arrested--revealed,10605,0.502699590393,0.357142857143
enter--penciled in,10605,0.503251953069,0.428571428571
death-r-second - degree murder,10605,0.503848060604,0.428571428571
given-r-revealed,10605,0.503994242092,0.5
harm-r-stay,10605,0.504740568229,0.357142857143
shielding-r-tried,10605,0.504915171329,0.428571428571
confession-r-statements,10605,0.505979324205,0.428571428571
charged-r-fatal shooting,10605,0.506029223937,0.428571428571
approaching-r-rolls up,10605,0.506568364347,0.428571428571
happened-r-shooting,10605,0.506720978595,0.5
accused--shooting,10605,0.506867034999,0.45564516129
opened fire-r-pointed,10605,0.507225433331,0.357142857143
bail--released,10605,0.507341810248,0.357142857143
die-r-upheld,10605,0.507416197808,0.357142857143
assault in the first degree--sentence,10605,0.508051656267,0.357142857143
shots--wounded,10605,0.509021142816,0.357142857143
release-r-shooting trial,10605,0.509024668039,0.357142857143
driving-r-stopped,10605,0.509826436385,0.5
shootings--trial,10605,0.510008697861,0.428571428571
course-r-legal process,10605,0.510267996617,0.415667466027
allegations-r-dui,10605,0.510360022825,0.428571428571
opened fire--reversal,10605,0.510451066534,0.5
dui--faces,10605,0.510651750616,0.468571428571
drunken driving--suspicion,10605,0.511059044824,0.357142857143
fired--murder,10605,0.511101193821,0.428571428571
assault in the first degree--sentenced,10605,0.512013953074,0.357142857143
death--trial,10605,0.512731453989,0.394444444444
held--killed,10605,0.513341565402,0.571428571429
returned-r-suspended,10605,0.513593621946,0.469527363184
accused-r-indiscriminately,10605,0.51382698209,0.357142857143
orders--shots,10605,0.513954309206,0.428571428571
happened--job,10605,0.514255349617,0.5
feared-r-stay,10605,0.51494196316,0.357142857143
fired--shots,10605,0.515306049312,0.428571428571
pointing--shot,10605,0.515349764746,0.428571428571
murder--plagues,10605,0.517243220467,0.428571428571
double murder--suicide attempt,10605,0.517308478281,0.5
targeting--trial,10605,0.518817871391,0.428571428571
accused-r-wounding,10605,0.519767889756,0.430769230769
chase-r-killing,10605,0.519964540684,0.414
meant--orders,10605,0.520049854203,0.5
protect--tried,10605,0.520067976173,0.428571428571
arrested--charged,10605,0.520295248937,0.435714285714
anger--bashed,10605,0.52075764735,0.5
arrested-r-chase,10605,0.521151074234,0.474193548387
assault--guilty,10605,0.521414803555,0.35761589404
returned--wounding,10605,0.521597756516,0.357142857143
falling--surrounded,10605,0.521806845695,0.357142857143
death--suffering,10605,0.52210020552,0.402597402597
riot--war zone,10605,0.522188761244,0.428571428571
anger--smashed,10605,0.522310846134,0.428571428571
caught up in-r-picks up,10605,0.522390181367,0.428571428571
innocence-r-proving,10605,0.522436932844,0.5
chaotic-r-protest,10605,0.522594740157,0.357142857143
ambush--slaying,10605,0.523906343638,0.428571428571
enter-r-plea,10605,0.524516192051,0.5
injuring-r-shooting,10605,0.524903252564,0.5
begged-r-double murder,10605,0.52497966933,0.428571428571
shooting--shot,10605,0.525595302145,0.439153439153
killing--taken into custody,10605,0.52561996203,0.428571428571
dead-r-murder,10605,0.526935171526,0.427480916031
guilty-r-slaying,10605,0.527047793088,0.395604395604
slain--vigil,10605,0.5273722386,0.357142857143
against-r-charges,10605,0.527413907519,0.428571428571
dui--on suspicion,10605,0.52774673835,0.412698412698
crossfire--injured,10605,0.528163999562,0.428571428571
burglary--charged,10605,0.528246360229,0.428571428571
face - off--pins down,10605,0.528264209431,0.428571428571
drunken driving--on suspicion,10605,0.528832467469,0.450261780105
slaying-r-targeted,10605,0.529259982143,0.428571428571
claimed the life-r-shooting,10605,0.529553945022,0.428571428571
death-r-ruling,10605,0.530293434287,0.428571428571
accused of--firing at,10605,0.531140098469,0.571428571429
executed-r-found,10605,0.533316600067,0.438775510204
assault-r-intent,10605,0.534698989355,0.436046511628
previous dui arrest--pulled over,10605,0.534769592838,0.428571428571
deal with--in sports,10605,0.535394334586,0.5
knocking-r-looking,10605,0.536401275738,0.285714285714
murder-r-violence,10605,0.536466952891,0.5
protests-r-violations,10605,0.536724767416,0.428571428571
anger-r-killed,10605,0.537998493435,0.5
died-r-protect,10605,0.538449448935,0.428571428571
convicted--ordered,10605,0.538639714963,0.428571428571
attack--capturing,10605,0.539845168009,0.418918918919
ambush--case,10605,0.539883026343,0.428571428571
arrested-r-thwarts,10605,0.54046933422,0.357142857143
attack--dead,10605,0.540756683982,0.428571428571
feared--kept,10605,0.541441902439,0.428571428571
declined-r-request,10605,0.542752375011,0.5
confiscating-r-foiled,10605,0.542791714294,0.428571428571
driving--facing,10605,0.543014300296,0.357142857143
confession-r-investigation,10605,0.54635440011,0.428571428571
murdering--verdict,10605,0.547281233829,0.428571428571
spray--wounded,10605,0.548074167139,0.428571428571
gave--known,10605,0.5484247572,0.475388601036
guilty-r-murdering,10605,0.548457509032,0.5
protest-r-treatment,10605,0.548888927072,0.428571428571
intercepted--nabbed,10605,0.549271259475,0.428571428571
looking--shot,10605,0.549289534535,0.349206349206
charged-r-shooting,10605,0.549421696534,0.466546112116
collapses-r-grips,10605,0.549954123194,0.584415584416
accused-r-firing,10605,0.550250154226,0.428571428571
animal cruelty--arrested,10605,0.550656312563,0.285714285714
call--seeking,10605,0.550713840823,0.466666666667
lawsuits-r-violations,10605,0.550951861754,0.571428571429
struck-r-targeted,10605,0.551039391363,0.428571428571
arrest-r-drunk driving,10605,0.55110634275,0.428571428571
furious--struggled,10605,0.551592277326,0.428571428571
protest--rioted,10605,0.55184450859,0.5
hearing--laughed,10605,0.551940969401,0.428571428571
aiming--dispute,10605,0.552064824633,0.5
kills-r-wounds,10605,0.552558759802,0.5
injuring-r-suspended,10605,0.552963102644,0.428571428571
found-r-murder,10605,0.55309707757,0.421052631579
dui--investigation,10605,0.55326528508,0.429521276596
begged--killing,10605,0.554023269959,0.428571428571
job--wounding,10605,0.554098483031,0.571428571429
enraged-r-shot,10605,0.554547198113,0.428571428571
killed--march,10605,0.556533483571,0.5
left-r-shot,10605,0.556866337636,0.480519480519
happened--shooting,10605,0.55775317809,0.5
arrest-r-pulled over,10605,0.558187069613,0.463687150838
fatally struck--fell,10605,0.558427617466,0.428571428571
absence-r-remanded,10605,0.558631894384,0.428571428571
laughed-r-ruling,10605,0.558727023286,0.428571428571
chaos--war zone,10605,0.558819386409,0.5
call--return,10605,0.55954481902,0.556737588652
trial-r-wounding,10605,0.559681360199,0.428571428571
foils--nabs,10605,0.562219880489,0.428571428571
accused-r-killing,10605,0.562232924063,0.469135802469
died-r-shot,10605,0.562580696516,0.428571428571
arrests-r-conduct,10605,0.562719813394,0.5
charged-r-found,10605,0.563299174214,0.405339805825
arrested-r-relation,10605,0.563588023259,0.428571428571
ordered--transferred,10605,0.563702388039,0.357142857143
anger-r-death,10605,0.563772368962,0.5
injured-r-targeting,10605,0.564753996895,0.428571428571
crossfire-r-targeting,10605,0.565469943554,0.428571428571
ambush--death,10605,0.566315836824,0.357142857143
cold blood--gunned down,10605,0.566401167088,0.571428571429
faces-r-sentenced,10605,0.56684214895,0.547619047619
confession--pleased,10605,0.567760746376,0.428571428571
dead-r-identification,10605,0.56869110618,0.571428571429
arrested-r-death,10605,0.569425257467,0.428571428571
out of the way-r-pushes,10605,0.56948685916,0.5
investigation-r-previous dui arrest,10605,0.569616233304,0.428571428571
harm-r-protect,10605,0.570169926079,0.5
fell-r-gunfire,10605,0.570259701567,0.428571428571
second - degree murder-r-sentence,10605,0.571647543693,0.5
killing-r-spraying,10605,0.572031018406,0.5
caught up in--shielding,10605,0.572513471818,0.428571428571
apprehending-r-attack,10605,0.572552172128,0.414285714286
letting off--murder,10605,0.572829303466,0.428571428571
attack-r-pirate,10605,0.573088202014,0.357142857143
attempt--foiled,10605,0.573288100268,0.413194444444
shooting-r-sparked,10605,0.573722819316,0.571428571429
protest--thrashing,10605,0.573993108813,0.428571428571
death-r-murder,10605,0.574139636186,0.485714285714
arrested-r-suffering,10605,0.574606359064,0.428571428571
testimony-r-trial,10605,0.574839605794,0.469230769231
attack--caught up in,10605,0.575012081951,0.5
accused-r-murder,10605,0.575963454765,0.48322147651
arrested-r-speeding,10605,0.575989489151,0.417127071823
intended--shoot,10605,0.576144949221,0.5
happened-r-job,10605,0.577199246123,0.5
animal cruelty--dead,10605,0.577756027841,0.485714285714
passing--walking,10605,0.57795212228,0.571428571429
attack-r-gave,10605,0.578893011142,0.571428571429
disappointing-r-issued,10605,0.579126852654,0.571428571429
feared--locked up,10605,0.579310422217,0.428571428571
released-r-showed,10605,0.581051938222,0.571428571429
plagues-r-violence,10605,0.581327607774,0.470588235294
foiled-r-intercepted,10605,0.581485042854,0.428571428571
arrested-r-drunk driving,10605,0.581544730331,0.478566149298
knocked--shot,10605,0.581641613313,0.5
double murder--locked up,10605,0.582979984675,0.428571428571
arrested-r-pulled over,10605,0.582981577513,0.440721649485
arrested-r-on suspicion,10605,0.582983760902,0.490946868507
operation--thwarted,10605,0.583250232777,0.474226804124
feared--stay,10605,0.584278634588,0.428571428571
animal cruelty--charged,10605,0.585664388377,0.438356164384
searched-r-seen,10605,0.585815542933,0.5
chase-r-shooting,10605,0.586868871701,0.490196078431
did not do so-r-risk,10605,0.587062184558,0.5
lying--murder,10605,0.587290621192,0.546568627451
heard-r-screams,10605,0.587566051401,0.5
shooting--take,10605,0.587762712172,0.428571428571
attack-r-fired,10605,0.587881869902,0.428571428571
killing--leading,10605,0.588221696387,0.571428571429
feuding--wounded,10605,0.588716478727,0.461538461538
first - degree assault--guilty,10605,0.590134577995,0.5
booked--released,10605,0.590368268509,0.53869047619
death--untimely,10605,0.591029498279,0.5
cold blood-r-gunned down,10605,0.591391454984,0.5
dead--found,10605,0.591906573324,0.51058259587
booked-r-took,10605,0.593176937215,0.428571428571
legal process--run,10605,0.593183908527,0.44476744186
appealed--await,10605,0.59473447672,0.357142857143
shot--vigil,10605,0.594820775203,0.500988142292
ran-r-shot,10605,0.596593718786,0.428571428571
murder--questioned,10605,0.597321013101,0.5
arrests-r-hit,10605,0.597669053164,0.5
begged-r-killing,10605,0.598096100655,0.428571428571
scrutiny-r-shooting,10605,0.598110763415,0.571428571429
crimes--die,10605,0.598461646047,0.5
gathered-r-remember,10605,0.599080229169,0.5
pending-r-released,10605,0.599184353944,0.571428571429
murder-r-rampage,10605,0.600232304607,0.514150943396
investigating-r-shooting,10605,0.601347966555,0.464285714286
attack--gave,10605,0.60535855183,0.5
made-r-pleased,10605,0.605850274937,0.47619047619
circumstances--murder,10605,0.606177713644,0.426323319027
drunk - driving--misdemeanor,10605,0.60623959808,0.428571428571
drawing-r-splintered off,10605,0.606990194372,0.5
allegations--arrested,10605,0.607270205193,0.5
graze wound--injury,10605,0.607609813574,0.5
shielded-r-shoot,10605,0.609316363814,0.5
case-r-slaying,10605,0.610465083355,0.357142857143
in custody-r-murder,10605,0.611832283491,0.5
picking up-r-shows,10605,0.611865515126,0.571428571429
arrested-r-drunken driving,10605,0.61333488076,0.477626459144
died-r-murders,10605,0.614786349319,0.5
murder-r-shootings,10605,0.615056061397,0.541666666667
chase-r-fleeing,10605,0.61566283396,0.5
confronted--shot,10605,0.615688992735,0.53781512605
crimes--recommendation,10605,0.616501267285,0.428571428571
protect-r-shielding,10605,0.617138204667,0.5
released--showed,10605,0.617482732073,0.428571428571
enraged--pitching,10605,0.617573349805,0.428571428571
murdering--trial,10605,0.618159658285,0.508928571429
fired-r-orders,10605,0.618765432593,0.52380952381
shots-r-suspended,10605,0.619047417687,0.5
anger--protest,10605,0.622103410027,0.571428571429
opened fire-r-returned,10605,0.622131687957,0.588235294118
battle-r-enraged,10605,0.622204701475,0.5
killing--trial,10605,0.622575838907,0.519746121298
action--nabbed,10605,0.622736996141,0.428571428571
held-r-killed,10605,0.624120426319,0.5
killed--suspended,10605,0.624290437701,0.571428571429
killing--presented,10605,0.625379636504,0.571428571429
confession--statements,10605,0.625516315477,0.5
confesses-r-shooting,10605,0.625965818742,0.571428571429
arrested--booked into,10605,0.626382295239,0.5
arrested-r-previous dui arrest,10605,0.6267658237,0.571428571429
trial-r-violence,10605,0.627510071187,0.519417475728
beef--shooting,10605,0.628065088711,0.571428571429
confessed-r-killing,10605,0.628274830313,0.428571428571
attack--died,10605,0.628726707786,0.5
double murder--trial,10605,0.630167311926,0.503012048193
beef--struck,10605,0.631626362031,0.5
investigated--under review,10605,0.63171614609,0.547619047619
erupted-r-violations,10605,0.632926164254,0.571428571429
dying-r-shot,10605,0.634360237523,0.5
death-r-shots,10605,0.634426800243,0.5
killing-r-shoot,10605,0.63461898266,0.5
animal cruelty--death,10605,0.63486053475,0.5
dead--vigil,10605,0.634875053137,0.428571428571
picking up--shows,10605,0.635431964356,0.571428571429
animal cruelty-r-beaten,10605,0.637465580137,0.5
anger-r-shot,10605,0.639514246421,0.508928571429
fatally shot-r-picking up,10605,0.639862477448,0.5
capturing-r-gunned down,10605,0.640104010734,0.571428571429
died-r-shoot,10605,0.641521412719,0.5
arrested-r-believed to be,10605,0.642150420609,0.571428571429
lived-r-�unemployed,10605,0.642884758531,0.642857142857
pointed--shot,10605,0.643219440776,0.50752688172
confesses-r-murder,10605,0.643370364805,0.5
crime--determined,10605,0.643965950485,0.571428571429
gunfire--surrounded,10605,0.644404819972,0.5
dead-r-injuries,10605,0.644824698489,0.5
drunk driving--speeding,10605,0.645251677831,0.571428571429
accused-r-double murder,10605,0.645293434729,0.571428571429
charged-r-killing,10605,0.645400131216,0.543413173653
awaiting--on suspicion,10605,0.647363509593,0.571428571429
attack--foiled,10605,0.647602151787,0.488847583643
arrested-r-dead,10605,0.647771900481,0.514657980456
dead--guilty,10605,0.648209449572,0.571428571429
shows-r-wounded,10605,0.651364721561,0.642857142857
investigation--statements,10605,0.651991597962,0.571428571429
arrested-r-driving under the influence,10605,0.652771724243,0.577464788732
shield-r-trying,10605,0.654639754485,0.5
arrested-r-discovered,10605,0.654644470681,0.466666666667
murder-r-shooting,10605,0.656353813105,0.556643356643
case--investigate,10605,0.657379842682,0.642857142857
memorial-r-wounded,10605,0.657640910813,0.5
intervened-r-vigil,10605,0.659693768837,0.535714285714
arrested-r-took place,10605,0.659881566109,0.5
comment--only,10605,0.660205000709,0.571428571429
confessed-r-died,10605,0.660613324743,0.5
convicted--faces,10605,0.660935098501,0.571428571429
killed-r-targeting,10605,0.661359932333,0.5
injuring-r-opened fire,10605,0.662322480331,0.5
arrested-r-arrived,10605,0.662708910145,0.571428571429
determined-r-murder,10605,0.663963866136,0.5
charges-r-misdemeanor drunken - driving,10605,0.66398809717,0.5
shooting--shows,10605,0.66417724853,0.571428571429
leading-r-shot,10605,0.664910453641,0.571428571429
patrols--rescued,10605,0.666453561808,0.571428571429
falling-r-gunfire,10605,0.667977938247,0.5
jury deliberations--underway,10605,0.668122062019,0.571428571429
scared-r-threatened,10605,0.668310986466,0.571428571429
beaten--death,10605,0.668428045264,0.504545454545
investigate-r-murder,10605,0.668511241901,0.428571428571
on bail--released,10605,0.669040045535,0.563440860215
seen-r-waiting,10605,0.670018700905,0.571428571429
injured--trial,10605,0.671538178716,0.571428571429
animal cruelty--announced,10605,0.672881477389,0.571428571429
opened fire--wounding,10605,0.674261963384,0.603174603175
dead--riot,10605,0.674537497201,0.571428571429
charges--faces,10605,0.675187872378,0.60989010989
arrests-r-protest,10605,0.676233281726,0.5
called-r-shooting,10605,0.677719823228,0.5
patrols--thwarted,10605,0.678311172154,0.5
monitor-r-situation,10605,0.678771219774,0.589595375723
killed--trial,10605,0.678918054349,0.547846889952
duties--performing,10605,0.679012455525,0.571428571429
arrests-r-thrown,10605,0.679155475863,0.571428571429
autopsy--unruly,10605,0.679212288562,0.5
killed--vigil,10605,0.679463615413,0.544642857143
death-r-shot,10605,0.679646615995,0.6138996139
death--riots,10605,0.683549321244,0.5
charge-r-death,10605,0.683824564818,0.511551155116
capturing--confiscating,10605,0.684456846818,0.508928571429
enraged-r-revealed,10605,0.685867543164,0.5
charges-r-drunk - driving,10605,0.686050740937,0.5
dying-r-left,10605,0.686061131629,0.5
kills-r-on duty,10605,0.686830216895,0.571428571429
dead--suspicion,10605,0.687375295744,0.5
arrest--loss,10605,0.689262694578,0.642857142857
revealed--rioting,10605,0.689423436665,0.571428571429
investigated-r-under review,10605,0.689868567271,0.53781512605
struck--targeted,10605,0.690958946232,0.714285714286
arrest-r-drunken driving,10605,0.691104043076,0.580717488789
charges-r-dui,10605,0.691321039962,0.562682215743
foiled-r-on escort duty,10605,0.691984341188,0.571428571429
killing-r-shooting,10605,0.692494623296,0.665024630542
found--suspicion,10605,0.692661795243,0.642857142857
searched-r-throwing,10605,0.692786160944,0.642857142857
beaten--charge,10605,0.693642501286,0.571428571429
killing--murder,10605,0.693750261279,0.531531531532
second - degree murder--sentenced,10605,0.693769379915,0.571428571429
ordered--trial,10605,0.694449841856,0.642857142857
guilty--intent,10605,0.694741645038,0.625
caught up in--dead,10605,0.695291277352,0.571428571429
released--wishes,10605,0.695596450848,0.642857142857
murder--on trial,10605,0.697166638986,0.642857142857
charged-r-shots,10605,0.697306859475,0.428571428571
called-r-found,10605,0.697589005307,0.714285714286
given--revealed,10605,0.699025620023,0.571428571429
brandished--shot,10605,0.699455801222,0.571428571429
kill--testimony,10605,0.700398608297,0.571428571429
charged-r-shot,10605,0.700967795079,0.590361445783
killing-r-returned,10605,0.701138756285,0.554621848739
protect--shielding,10605,0.702252710026,0.571428571429
arrested-r-distressed state,10605,0.702318828114,0.5
dead-r-shot,10605,0.702890603602,0.602040816327
charged-r-discovered,10605,0.70289681759,0.576
charge-r-suffering,10605,0.703026229248,0.624060150376
riot-r-slain,10605,0.70529551734,0.428571428571
rioting-r-shot,10605,0.70664366976,0.5
death-r-slaying,10605,0.706720417872,0.5
charged-r-deaths,10605,0.707092716034,0.642857142857
killed--protest,10605,0.708970537068,0.571428571429
death--riot,10605,0.710135470205,0.630872483221
charged-r-murder,10605,0.710454059841,0.632599580713
arrested-r-shooting,10605,0.710932152795,0.631634819533
death-r-shooting,10605,0.711201614379,0.5
confiscating-r-on escort duty,10605,0.711497137257,0.571428571429
attack--shielding,10605,0.714224748819,0.571428571429
dead--questioned,10605,0.714894377584,0.642857142857
animal cruelty--charge,10605,0.714904292638,0.571428571429
killed-r-shootout,10605,0.715152332811,0.642857142857
double murder--suspected,10605,0.7159316326,0.571428571429
march-r-vigil,10605,0.716813559159,0.714285714286
looking-r-throwing,10605,0.717383828022,0.714285714286
accused-r-shooting,10605,0.718841924739,0.60752688172
approaching--noticed,10605,0.71959045844,0.5
killing-r-opened fire,10605,0.721116377245,0.637254901961
riot-r-shot,10605,0.72163957111,0.628598848369
rushed-r-shooting,10605,0.721896318596,0.571428571429
killed-r-shooting,10605,0.722210355908,0.622693726937
accused of-r-firing at,10605,0.723635916123,0.642857142857
gunfire--shot,10605,0.723795530483,0.623397435897
shooting--trial,10605,0.723889637214,0.697142857143
murder--sectioned,10605,0.725223366779,0.642857142857
on probation-r-previous dui arrest,10605,0.726527214194,0.677874186551
protest--threw,10605,0.726887428784,0.5
sectioned-r-suicide attempt,10605,0.729939670153,0.588235294118
attack-r-piracy,10605,0.730019407245,0.58651026393
confessed--convict,10605,0.731267592834,0.571428571429
hearing-r-murders,10605,0.734092900589,0.588235294118
anger--riot,10605,0.735068774659,0.642857142857
charged-r-murders,10605,0.740778041935,0.576655052265
autopsy-r-shot,10605,0.741870565318,0.714285714286
arrested-r-dui,10605,0.743603000545,0.647807017544
fatal shooting--trial,10605,0.744672456222,0.721498371336
arrest-r-dui,10605,0.745561028959,0.63503649635
patrols--thwarting,10605,0.74738780748,0.693103448276
convicted-r-murdering,10605,0.748581852977,0.608108108108
arrest-r-speeding,10605,0.749267996477,0.571428571429
arrested-r-found,10605,0.751801395152,0.643369175627
enraged--rioting,10605,0.751858323312,0.571428571429
feared--pleaded,10605,0.753003796499,0.714285714286
confessed-r-shooting,10605,0.754936078463,0.603174603175
called--found,10605,0.758142974886,0.571428571429
injures-r-shooting,10605,0.759407460118,0.642857142857
second - degree murder--sentence,10605,0.759975149967,0.642857142857
looking-r-seen,10605,0.760081798196,0.714285714286
kills-r-suspended,10605,0.761974447402,0.714285714286
hurled-r-riot,10605,0.762188522558,0.642857142857
dead-r-shooting,10605,0.762437899019,0.647086247086
kills-r-shooting,10605,0.762771954327,0.714285714286
confessed-r-shoot,10605,0.762925333403,0.642857142857
apprehending-r-operation,10605,0.764121196883,0.704724409449
protest--scenes,10605,0.764435031422,0.571428571429
shootings--slaying,10605,0.764587638659,0.642857142857
doted on--obsessed,10605,0.765133544313,0.785714285714
chaos-r-riot,10605,0.765419647925,0.642857142857
anger--thrown,10605,0.765553657573,0.714285714286
shooting--struck,10605,0.767277923987,0.642857142857
held--trial,10605,0.767408962557,0.714285714286
confiscating-r-operation,10605,0.77122605622,0.64224137931
arrest-r-intoxicated,10605,0.775470730858,0.624060150376
fired--wounded,10605,0.775772258837,0.642857142857
injuries--suffered,10605,0.776599883802,0.74025974026
death--protest,10605,0.77732962884,0.714285714286
arrested-r-murder,10605,0.77969426859,0.691964285714
shot-r-standing,10605,0.780305002613,0.714285714286
opened fire-r-sought out,10605,0.780895761492,0.642857142857
going--west,10605,0.783444668827,0.642857142857
arrested-r-suspicion,10605,0.783645656941,0.677697841727
charged-r-double murder,10605,0.784391012713,0.714285714286
boasting-r-shooting,10605,0.786612831346,0.642857142857
searching-r-shot,10605,0.786675586315,0.785714285714
kill--suspected,10605,0.787297815744,0.642857142857
frustration--rampage,10605,0.787925916998,0.714285714286
gunfire--hide,10605,0.79290381087,0.642857142857
guilty-r-murder,10605,0.794217147977,0.657138394252
executed-r-feuding,10605,0.797159540857,0.65
died-r-shield,10605,0.797991886795,0.714285714286
shot--staggering,10605,0.798311706381,0.642857142857
injured-r-shot,10605,0.801868029285,0.642857142857
intended--wounded,10605,0.804175138492,0.714285714286
